genome.position,type,gene,start,end,Operon.ID,strand
2775283,Primary.TSS,Rv2473,2775133,2775353,1631,+
2776969,CDS,Rv2474c,2776899,2777119,1632,-
2777391,CDS,Rv2475c,2777321,2777541,1632,-
2782355,Primary.TSS,Rv2476c,2782285,2782505,1632,-
2784079,Primary.TSS,Rv2477c,2784009,2784229,1633,-
2784676,Primary.TSS,Rv2478c,2784606,2784826,1634,-
2785697,CDS,Rv2479c,2785627,2785847,1635,-
2785918,CDS,Rv2480c,2785848,2786068,1635,-
2786898,CDS,Rv2481c,2786828,2787048,1636,-
2789333,Primary.TSS,Rv2482c,2789263,2789483,1636,-
2791022,CDS,Rv2483c,2790952,2791172,1636,-
2792595,Primary.TSS,Rv2484c,2792525,2792745,1636,-
2794071,Primary.TSS,Rv2485c,2794001,2794221,1637,-
2794171,Primary.TSS,Rv2486,2794021,2794241,1638,+
2797385,CDS,Rv2487c,2797315,2797535,1639,-
2800880,CDS,Rv2488c,2800810,2801030,1640,-
2801153,Primary.TSS,Rv2489c,2801083,2801303,1640,-
2806236,CDS,Rv2490c,2806166,2806386,1641,-
2806665,CDS,Rv2491,2806515,2806735,1642,+
2806874,Primary.TSS,Rv2492,2806724,2806944,1642,+
2808083,Primary.TSS,Rv2493,2807933,2808153,1643,+
2808310,CDS,Rv2494,2808160,2808380,1643,+
2810285,Primary.TSS,Rv2495c,2810215,2810435,1644,-
2810982,CDS,Rv2496c,2810912,2811132,1644,-
2812274,Primary.TSS,Rv2497c,2812204,2812424,1644,-
2813176,CDS,Rv2498c,2813106,2813326,1645,-
2813730,CDS,Rv2499c,2813660,2813880,1645,-
2814911,CDS,Rv2500c,2814841,2815061,1645,-
2817232,Primary.TSS,Rv2501c,2817162,2817382,1645,-
2818474,CDS,Rv2502c,2818404,2818624,1645,-
2819127,CDS,Rv2503c,2819057,2819277,1645,-
2819870,CDS,Rv2504c,2819800,2820020,1645,-
2821650,Primary.TSS,Rv2505c,2821580,2821800,1646,-
2821669,Primary.TSS,Rv2506,2821519,2821739,1647,+
2822427,Primary.TSS,Rv2507,2822277,2822497,1648,+
2824593,CDS,Rv2508c,2824523,2824743,1649,-
2824678,Primary.TSS,Rv2509,2824528,2824748,1650,+
2827089,CDS,Rv2510c,2827019,2827239,1651,-
2827157,Primary.TSS,Rv2511,2827007,2827227,1652,+
2829803,CDS,Rv2512c,2829733,2829953,1653,-
2829797,Primary.TSS,Rv2513,2829647,2829867,1654,+
2831338,CDS,Rv2514c,2831268,2831488,1655,-
2832591,CDS,Rv2515c,2832521,2832741,1655,-
2833755,Primary.TSS,Rv2516c,2833685,2833905,1656,-
2833761,CDS,Rv2517c,2833691,2833911,1656,-
2835379,Primary.TSS,Rv2518c,2835309,2835529,1657,-
2835386,Primary.TSS,Rv2519,2835236,2835456,1658,+
2837615,CDS,Rv2520c,2837545,2837765,1659,-
2837684,Primary.TSS,Rv2521,2837534,2837754,1660,+
2839541,CDS,Rv2522c,2839471,2839691,1661,-
2839930,CDS,Rv2523c,2839860,2840080,1661,-
2849498,Primary.TSS,Rv2524c,2849428,2849648,1662,-
2850576,Primary.TSS,Rv2525c,2850506,2850726,1663,-
2851091,CDS,Rv2526,2850941,2851161,1664,+
2851315,CDS,Rv2527,2851165,2851385,1664,+
2852671,CDS,Rv2528c,2852601,2852821,1665,-
2852875,CDS,Rv2529,2852725,2852945,1666,+
2854907,Primary.TSS,Rv2530A,2854837,2855057,1667,-
2854686,CDS,Rv2530c,2854616,2854836,1667,-
2857825,Primary.TSS,Rv2531c,2857755,2857975,1667,-
2858254,CDS,Rv2532c,2858184,2858404,1668,-
2858724,CDS,Rv2533c,2858654,2858874,1668,-
2859290,CDS,Rv2534c,2859220,2859440,1668,-
2860419,Primary.TSS,Rv2535c,2860349,2860569,1668,-
2860449,Primary.TSS,Rv2536,2860299,2860519,1669,+
2861591,CDS,Rv2537c,2861521,2861741,1670,-
2862676,CDS,Rv2538c,2862606,2862826,1670,-
2863203,CDS,Rv2539c,2863133,2863353,1670,-
2864412,Primary.TSS,Rv2540c,2864342,2864562,1670,-
2864427,CDS,Rv2541,2864277,2864497,1671,+
2865130,CDS,Rv2542,2865669,2865889,1672,+
2866468,CDS,Rv2543,2866318,2866538,1673,+
2867124,CDS,Rv2544,2866974,2867194,1673,+
2867783,CDS,Rv2545,2867633,2867853,1673,+
2868154,CDS,Rv2546,2868004,2868224,1674,+
2868606,Primary.TSS,Rv2547,2868456,2868676,1674,+
2868860,CDS,Rv2548,2868710,2868930,1674,+
2870340,Primary.TSS,Rv2549c,2870270,2870490,1675,-
2870364,CDS,Rv2550c,2870294,2870514,1675,-
2871194,CDS,Rv2551c,2871124,2871344,1676,-
2872015,CDS,Rv2552c,2871945,2872165,1676,-
2873265,CDS,Rv2553c,2873195,2873415,1676,-
2873770,CDS,Rv2554c,2873700,2873920,1676,-
2876485,CDS,Rv2555c,2876415,2876635,1676,-
2876977,Primary.TSS,Rv2556c,2876907,2877127,1677,-
2877074,Primary.TSS,Rv2557,2876924,2877144,1678,+
2877831,CDS,Rv2558,2877717,2877937,1679,+
2880175,Primary.TSS,Rv2559c,2880105,2880325,1680,-
2880020,Primary.TSS,Rv2560,2879870,2880090,1681,+
2881406,Primary.TSS,Rv2561,2881256,2881476,1682,+
2881758,CDS,Rv2562,2881933,2882153,1683,+
2882083,Primary.TSS,Rv2563,2881933,2882153,1684,+
2883342,CDS,Rv2564,2883192,2883412,1684,+
2884431,Primary.TSS,Rv2565,2884281,2884501,1685,+
2886373,CDS,Rv2566,2886223,2886443,1685,+
2889794,Primary.TSS,Rv2567,2889644,2889864,1685,+
2893471,CDS,Rv2568c,2893401,2893621,1686,-
2894403,Primary.TSS,Rv2569c,2894333,2894553,1686,-
2894512,CDS,Rv2570,2894362,2894582,1687,+
2895960,CDS,Rv2571c,2895890,2896110,1688,-
2897825,Primary.TSS,Rv2572c,2897755,2897975,1689,-
2897956,CDS,Rv2573,2897806,2898026,1690,+
2898806,Primary.TSS,Rv2574,2898656,2898876,1690,+
2899319,Primary.TSS,Rv2575,2899169,2899389,1690,+
2900690,CDS,Rv2576c,2900620,2900840,1691,-
2900918,CDS,Rv2577,2901617,2901837,1692,+
2903531,CDS,Rv2578c,2903461,2903681,1693,-
2903639,CDS,Rv2579,2903489,2903709,1694,+
2906092,CDS,Rv2580c,2906022,2906242,1695,-
2906763,Primary.TSS,Rv2581c,2906693,2906913,1695,-
2906814,CDS,Rv2582,2906712,2906932,1696,+
2910212,Primary.TSS,Rv2583c,2910142,2910362,1697,-
2910924,Primary.TSS,Rv2584c,2910854,2911074,1697,-
2912677,CDS,Rv2585c,2912607,2912827,1698,-
2914011,CDS,Rv2586c,2913941,2914161,1698,-
2915736,CDS,Rv2587c,2915666,2915886,1698,-
2916274,Primary.TSS,Rv2588c,2916204,2916424,1699,-
2916325,Primary.TSS,Rv2589,2916175,2916395,1700,+
2917792,Primary.TSS,Rv2590,2917642,2917862,1701,+
2921551,CDS,Rv2591,2922813,2923033,1702,+
2924233,CDS,Rv2592c,2924163,2924383,1703,-
2924820,CDS,Rv2593c,2924750,2924970,1703,-
2925414,Primary.TSS,Rv2594c,2925344,2925564,1703,-
2925492,Primary.TSS,Rv2595,2925342,2925562,1704,+
2925734,CDS,Rv2596,2925584,2925804,1704,+
2926299,Primary.TSS,Rv2597,2926149,2926369,1705,+
2926986,CDS,Rv2598,2926836,2927056,1705,+
2927477,CDS,Rv2599,2927327,2927547,1705,+
2927990,CDS,Rv2600,2927840,2928060,1706,+
2928388,CDS,Rv2601,2928238,2928458,1706,+
2930070,Primary.TSS,Rv2601A,2929920,2930140,1707,+
2930344,CDS,Rv2602,2930194,2930414,1707,+
2931593,Primary.TSS,Rv2603c,2931523,2931743,1708,-
2932289,CDS,Rv2604c,2932219,2932439,1709,-
2933332,Primary.TSS,Rv2605c,2933262,2933482,1709,-
2934086,Primary.TSS,Rv2606c,2934016,2934236,1709,-
2934169,Primary.TSS,Rv2607,2934019,2934239,1710,+
2935046,CDS,Rv2608,2935720,2935940,1711,+
2937865,CDS,Rv2609c,2937795,2938015,1712,-
2939001,CDS,Rv2610c,2938931,2939151,1712,-
2939962,CDS,Rv2611c,2939892,2940112,1712,-
2940959,Primary.TSS,Rv2612c,2940889,2941109,1712,-
2941196,CDS,Rv2613c,2941126,2941346,1712,-
2943376,CDS,Rv2614A,2943226,2943446,1713,+
2943267,CDS,Rv2614c,2943197,2943417,1714,-
2944985,CDS,Rv2615c,2944915,2945135,1715,-
2945330,CDS,Rv2616,2945180,2945400,1716,+
2946287,CDS,Rv2617c,2946217,2946437,1717,-
2946434,CDS,Rv2618,2946284,2946504,1718,+
2947449,CDS,Rv2619c,2947379,2947599,1719,-
2947887,CDS,Rv2620c,2947817,2948037,1719,-
2948585,Primary.TSS,Rv2621c,2948515,2948735,1719,-
2948636,CDS,Rv2622,2948486,2948706,1720,+
2949535,Primary.TSS,Rv2623,2949385,2949605,1721,+
2951519,Primary.TSS,Rv2624c,2951449,2951669,1722,-
2952503,CDS,Rv2625c,2952433,2952653,1722,-
2953030,Primary.TSS,Rv2626c,2952960,2953180,1723,-
2954749,Primary.TSS,Rv2627c,2954679,2954899,1724,-
2955058,CDS,Rv2628,2954991,2955211,1725,+
2955519,Primary.TSS,Rv2629,2955369,2955589,1726,+
2956483,Primary.TSS,Rv2630,2956333,2956553,1726,+
2957340,Primary.TSS,Rv2631,2957190,2957410,1727,+
2959530,Primary.TSS,Rv2632c,2959460,2959680,1728,-
2959851,Primary.TSS,Rv2633c,2959781,2960001,1729,-
2962499,Primary.TSS,Rv2634c,2962429,2962649,1730,-
2962470,CDS,Rv2635,2962320,2962540,1731,+
2962713,CDS,Rv2636,2962563,2962783,1731,+
2963586,Primary.TSS,Rv2637,2963436,2963656,1732,+
2964405,CDS,Rv2638,2964255,2964475,1733,+
2965358,Primary.TSS,Rv2639c,2965288,2965508,1734,-
2965837,Primary.TSS,Rv2640c,2965767,2965987,1735,-
2965939,CDS,Rv2641,2965970,2966190,1736,+
2966120,Primary.TSS,Rv2642,2965970,2966190,1737,+
2966533,Primary.TSS,Rv2643,2966383,2966603,1737,+
2968850,CDS,Rv2644c,2968780,2969000,1738,-
2969669,Primary.TSS,Rv2645,2969519,2969739,1739,+
2970551,CDS,Rv2646,2970401,2970621,1739,+
2971659,CDS,Rv2647,2971509,2971729,1740,+
2972160,CDS,Rv2648,2972010,2972230,1741,+
2972435,CDS,Rv2649,2972285,2972505,1741,+
2975234,CDS,Rv2650c,2975164,2975384,1742,-
2975898,Primary.TSS,Rv2651c,2975828,2976048,1742,-
2976554,CDS,Rv2652c,2976484,2976704,1743,-
2976909,CDS,Rv2653c,2976839,2977059,1743,-
2977234,CDS,Rv2654c,2977164,2977384,1744,-
2978658,CDS,Rv2655c,2978588,2978808,1744,-
2979052,CDS,Rv2656c,2978982,2979202,1744,-
2979315,Primary.TSS,Rv2657c,2979245,2979465,1744,-
2979688,CDS,Rv2658c,2979618,2979838,1744,-
2980849,Primary.TSS,Rv2659c,2980779,2980999,1744,-
2981190,CDS,Rv2660c,2981120,2981340,1745,-
2982041,Primary.TSS,Rv2661c,2981971,2982191,1745,-
2981482,CDS,Rv2662,2981332,2981552,1746,+
2981853,CDS,Rv2663,2981703,2981923,1747,+
2982097,CDS,Rv2664,2981947,2982167,1747,+
2982565,Primary.TSS,Rv2665,2982415,2982635,1748,+
2983071,CDS,Rv2666,2982921,2983141,1749,+
2983896,CDS,Rv2667,2983746,2983966,1749,+
2984704,Primary.TSS,Rv2668,2984554,2984774,1750,+
2985283,CDS,Rv2669,2985133,2985353,1750,+
2986840,CDS,Rv2670c,2986770,2986990,1751,-
2986839,CDS,Rv2671,2986689,2986909,1752,+
2987682,CDS,Rv2672,2987532,2987752,1753,+
2989171,Primary.TSS,Rv2673,2989021,2989241,1753,+
2990706,Primary.TSS,Rv2674,2990556,2990776,1754,+
2991936,CDS,Rv2675c,2991866,2992086,1755,-
2992628,Primary.TSS,Rv2676c,2992558,2992778,1755,-
2993992,CDS,Rv2677c,2993922,2994142,1755,-
2995063,Primary.TSS,Rv2678c,2994993,2995213,1755,-
2995114,Primary.TSS,Rv2679,2994964,2995184,1756,+
2996002,Primary.TSS,Rv2680,2995852,2996072,1757,+
2996739,CDS,Rv2681,2996589,2996809,1757,+
2999968,Primary.TSS,Rv2682c,2999898,3000118,1758,-
3000056,Primary.TSS,Rv2683,2999906,3000126,1759,+
3000166,Primary.TSS,Rv2684,3000016,3000236,1759,+
3001983,CDS,Rv2685,3001833,3002053,1760,+
3004038,CDS,Rv2686c,3003968,3004188,1761,-
3004748,CDS,Rv2687c,3004678,3004898,1761,-
3005761,Primary.TSS,Rv2688c,3005691,3005911,1761,-
3007062,CDS,Rv2689c,3006992,3007212,1762,-
3009209,CDS,Rv2690c,3009139,3009359,1763,-
3009256,Primary.TSS,Rv2691,3009106,3009326,1764,+
3010024,CDS,Rv2692,3009874,3010094,1764,+
3011593,Primary.TSS,Rv2693c,3011523,3011743,1765,-
3011835,Primary.TSS,Rv2694c,3011765,3011985,1765,-
3011952,CDS,Rv2695,3011802,3012022,1766,+
3013880,Primary.TSS,Rv2696c,3013810,3014030,1767,-
3014580,Primary.TSS,Rv2697c,3014510,3014730,1768,-
3014173,CDS,Rv2698,3014430,3014650,1769,+
3014965,CDS,Rv2699c,3014895,3015115,1770,-
3015203,Primary.TSS,Rv2700,3015053,3015273,1771,+
3016735,CDS,Rv2701c,3016665,3016885,1772,-
3016833,Primary.TSS,Rv2702,3016683,3016903,1773,+
3017707,Primary.TSS,Rv2703,3017557,3017777,1774,+
3019185,Primary.TSS,Rv2704,3019035,3019255,1774,+
3020293,Primary.TSS,Rv2705c,3020223,3020443,1775,-
3020457,CDS,Rv2706c,3020387,3020607,1775,-
3020304,Primary.TSS,Rv2707,3020154,3020374,1776,+
3021796,CDS,Rv2708c,3021726,3021946,1777,-
3021839,CDS,Rv2709,3021707,3021927,1778,+
3022433,Primary.TSS,Rv2710,3022283,3022503,1779,+
3023550,Primary.TSS,Rv2711,3023400,3023620,1780,+
3025328,CDS,Rv2712c,3025258,3025478,1781,-
3025432,Primary.TSS,Rv2713,3025282,3025502,1782,+
3026729,Primary.TSS,Rv2714,3026579,3026799,1783,+
3027908,Primary.TSS,Rv2715,3027758,3027978,1784,+
3029172,Primary.TSS,Rv2716,3029022,3029242,1785,+
3030812,Primary.TSS,Rv2717c,3030742,3030962,1786,-
3030917,Primary.TSS,Rv2718c,3030847,3031067,1787,-
3031537,CDS,Rv2719c,3031467,3031687,1788,-
3031788,Primary.TSS,Rv2720,3031638,3031858,1789,+
3035001,Primary.TSS,Rv2721c,3034931,3035151,1790,-
3034635,CDS,Rv2722,3034485,3034705,1791,+
3034730,Primary.TSS,Rv2723,3034580,3034800,1791,+
3037320,Primary.TSS,Rv2724c,3037250,3037470,1792,-
3038914,CDS,Rv2725c,3038844,3039064,1793,-
3039800,CDS,Rv2726c,3039730,3039950,1793,-
3040769,CDS,Rv2727c,3040699,3040919,1793,-
3041461,Primary.TSS,Rv2728c,3041391,3041611,1793,-
3042518,Primary.TSS,Rv2729c,3042448,3042668,1794,-
3042542,CDS,Rv2730,3042392,3042612,1795,+
3043026,CDS,Rv2731,3042876,3043096,1795,+
3045003,Primary.TSS,Rv2732c,3044933,3045153,1796,-
3046717,Primary.TSS,Rv2733c,3046647,3046867,1796,-
3046821,CDS,Rv2734,3046671,3046891,1797,+
3048552,CDS,Rv2735c,3048482,3048702,1798,-
3049086,CDS,Rv2736c,3049016,3049236,1798,-
3051619,CDS,Rv2737A,3051469,3051689,1799,+
3051424,CDS,Rv2737c,3051354,3051574,1800,-
3052012,CDS,Rv2738c,3051942,3052162,1801,-
3053189,CDS,Rv2739c,3053119,3053339,1801,-
3053233,Primary.TSS,Rv2740,3053083,3053303,1802,+
3053914,CDS,Rv2741,3055338,3055558,1803,+
3056348,CDS,Rv2742c,3056278,3056498,1804,-
3057232,CDS,Rv2743c,3057162,3057382,1805,-
3058114,Primary.TSS,Rv2744c,3058044,3058264,1805,-
3058561,Primary.TSS,Rv2745c,3058491,3058711,1806,-
3059231,CDS,Rv2746c,3059161,3059381,1807,-
3059262,Primary.TSS,Rv2747,3059112,3059332,1808,+
3062506,CDS,Rv2748c,3062436,3062656,1809,-
3062454,Primary.TSS,Rv2749,3062304,3062524,1810,+
3062816,CDS,Rv2750,3062666,3062886,1810,+
3063638,CDS,Rv2751,3063488,3063708,1810,+
3066191,CDS,Rv2752c,3066121,3066341,1811,-
3067125,Primary.TSS,Rv2753c,3067055,3067275,1811,-
3067945,CDS,Rv2754c,3067875,3068095,1812,-
3068464,CDS,Rv2755c,3068394,3068614,1813,-
3070083,CDS,Rv2756c,3070013,3070233,1813,-
3070586,CDS,Rv2757c,3070516,3070736,1814,-
3070849,CDS,Rv2758c,3070779,3070999,1814,-
3071270,CDS,Rv2759c,3071200,3071420,1814,-
3071536,CDS,Rv2760c,3071466,3071686,1814,-
3072640,CDS,Rv2761c,3072570,3072790,1814,-
3073056,CDS,Rv2762c,3072986,3073206,1814,-
3073609,CDS,Rv2763c,3073539,3073759,1815,-
3074480,Primary.TSS,Rv2764c,3074410,3074630,1816,-
3074636,CDS,Rv2765,3074757,3074977,1817,+
3076445,Primary.TSS,Rv2766c,3076375,3076595,1818,-
3076720,CDS,Rv2767c,3076650,3076870,1818,-
3078078,CDS,Rv2768c,3078008,3078228,1819,-
3078985,CDS,Rv2769c,3078915,3079135,1820,-
3080509,Primary.TSS,Rv2770c,3080439,3080659,1821,-
3081033,CDS,Rv2771c,3080963,3081183,1822,-
3081699,Primary.TSS,Rv2772c,3081629,3081849,1823,-
3082622,Primary.TSS,Rv2773c,3082552,3082772,1823,-
3082756,CDS,Rv2774c,3082686,3082906,1823,-
3082521,Primary.TSS,Rv2775,3082371,3082591,1824,+
3084303,CDS,Rv2776c,3084233,3084453,1825,-
3086030,Primary.TSS,Rv2777c,3085960,3086180,1826,-
3086183,Primary.TSS,Rv2778c,3086113,3086333,1827,-
3086754,CDS,Rv2779c,3086684,3086904,1827,-
3086799,Primary.TSS,Rv2780,3086649,3086869,1828,+
3088984,CDS,Rv2781c,3088914,3089134,1829,-
3090361,CDS,Rv2782c,3090291,3090511,1830,-
3092885,Primary.TSS,Rv2783c,3092815,3093035,1830,-
3093466,CDS,Rv2784c,3093396,3093616,1831,-
3093825,Primary.TSS,Rv2785c,3093755,3093975,1831,-
3095303,Primary.TSS,Rv2786c,3095233,3095453,1832,-
3096089,CDS,Rv2787,3096265,3096485,1833,+
3096959,Primary.TSS,Rv2788,3096809,3097029,1834,+
3098938,CDS,Rv2789c,3098868,3099088,1835,-
3100169,CDS,Rv2790c,3100099,3100319,1835,-
3101581,CDS,Rv2791c,3101511,3101731,1835,-
3102271,Primary.TSS,Rv2792c,3102201,3102421,1835,-
3103346,Primary.TSS,Rv2793c,3103276,3103496,1836,-
3103940,CDS,Rv2794c,3103870,3104090,1836,-
3104911,CDS,Rv2795c,3104841,3105061,1836,-
3105619,CDS,Rv2796c,3105549,3105769,1837,-
3107307,CDS,Rv2797c,3107237,3107457,1837,-
3107664,Primary.TSS,Rv2798c,3107594,3107814,1837,-
3107768,CDS,Rv2799,3107618,3107838,1838,+
3108416,CDS,Rv2800,3108266,3108486,1838,+
3110523,CDS,Rv2801c,3110453,3110673,1839,-
3111996,Primary.TSS,Rv2802c,3111926,3112146,1840,-
3111822,CDS,Rv2803,3111846,3112066,1841,+
3113094,CDS,Rv2804c,3113024,3113244,1842,-
3112867,CDS,Rv2805,3112717,3112937,1843,+
3113268,CDS,Rv2806,3113118,3113338,1843,+
3113658,CDS,Rv2807,3113961,3114181,1844,+
3114782,Primary.TSS,Rv2808,3114632,3114852,1845,+
3115285,Primary.TSS,Rv2809,3115135,3115355,1846,+
3116137,Primary.TSS,Rv2810c,3116067,3116287,1847,-
3115962,Primary.TSS,Rv2811,3115812,3116032,1848,+
3116818,CDS,Rv2812,3116668,3116888,1849,+
3118224,CDS,Rv2813,3118074,3118294,1849,+
3121504,CDS,Rv2814c,3121434,3121654,1850,-
3121827,CDS,Rv2815c,3121757,3121977,1850,-
3123966,CDS,Rv2816c,3123896,3124116,1851,-
3124983,CDS,Rv2817c,3124913,3125133,1851,-
3126144,CDS,Rv2818c,3126074,3126294,1851,-
3127367,CDS,Rv2819c,3127297,3127517,1852,-
3128272,CDS,Rv2820c,3128202,3128422,1852,-
3128963,CDS,Rv2821c,3128893,3129113,1852,-
3129347,CDS,Rv2822c,3129277,3129497,1852,-
3131773,CDS,Rv2823c,3131703,3131923,1852,-
3132714,CDS,Rv2824c,3132644,3132864,1852,-
3133579,Primary.TSS,Rv2825c,3133509,3133729,1853,-
3134593,CDS,Rv2826c,3134523,3134743,1854,-
3135498,Primary.TSS,Rv2827c,3135428,3135648,1854,-
3136333,CDS,Rv2828c,3136263,3136483,1855,-
3137012,CDS,Rv2829c,3136942,3137162,1856,-
3137236,Primary.TSS,Rv2830c,3137166,3137386,1856,-
3137271,Primary.TSS,Rv2831,3137121,3137341,1857,+
3139181,CDS,Rv2832c,3139111,3139331,1858,-
3140484,CDS,Rv2833c,3140414,3140634,1858,-
3141314,CDS,Rv2834c,3141244,3141464,1858,-
3142222,CDS,Rv2835c,3142152,3142372,1858,-
3143628,CDS,Rv2836c,3143558,3143778,1859,-
3144645,CDS,Rv2837c,3144575,3144795,1859,-
3145171,CDS,Rv2838c,3145101,3145321,1859,-
3147962,Primary.TSS,Rv2839c,3147892,3148112,1859,-
3148318,Primary.TSS,Rv2840c,3148248,3148468,1860,-
3149806,Primary.TSS,Rv2841c,3149736,3149956,1861,-
3150067,Primary.TSS,Rv2842c,3149997,3150217,1861,-
3150171,CDS,Rv2843,3150021,3150241,1862,+
3150693,Primary.TSS,Rv2844,3150543,3150763,1862,+
3153432,Primary.TSS,Rv2845c,3153362,3153582,1863,-
3154634,Primary.TSS,Rv2846c,3154564,3154784,1864,-
3155871,Primary.TSS,Rv2847c,3155801,3156021,1864,-
3157521,CDS,Rv2848c,3157451,3157671,1865,-
3158144,CDS,Rv2849c,3158074,3158294,1865,-
3160054,CDS,Rv2850c,3159984,3160204,1865,-
3160551,Primary.TSS,Rv2851c,3160481,3160701,1865,-
3162524,Primary.TSS,Rv2852c,3162454,3162674,1866,-
3162234,Primary.TSS,Rv2853,3162084,3162304,1867,+
3164152,CDS,Rv2854,3164002,3164222,1867,+
3165205,CDS,Rv2855,3165055,3165275,1867,+
3166652,Primary.TSS,Rv2856,3166502,3166722,1868,+
3169359,CDS,Rv2857c,3169289,3169509,1869,-
3170723,CDS,Rv2858c,3170653,3170873,1869,-
3171646,CDS,Rv2859c,3171576,3171796,1869,-
3173020,Primary.TSS,Rv2860c,3172950,3173170,1869,-
3174017,Primary.TSS,Rv2861c,3173947,3174167,1870,-
3174643,CDS,Rv2862c,3174573,3174793,1871,-
3174992,CDS,Rv2863,3174842,3175062,1872,+
3177265,CDS,Rv2864c,3177195,3177415,1873,-
3177537,Primary.TSS,Rv2865,3177387,3177607,1874,+
3177822,CDS,Rv2866,3177672,3177892,1874,+
3179363,Primary.TSS,Rv2867c,3179293,3179513,1875,-
3180549,Primary.TSS,Rv2868c,3180479,3180699,1876,-
3181901,Primary.TSS,Rv2869c,3181831,3182051,1876,-
3183011,Primary.TSS,Rv2870c,3182941,3183161,1876,-
3183138,Primary.TSS,Rv2871,3182988,3183208,1877,+
3183382,CDS,Rv2872,3183232,3183452,1877,+
3183905,CDS,Rv2873,3183755,3183975,1878,+
3184847,CDS,Rv2874,3184697,3184917,1879,+
3187030,CDS,Rv2875,3187250,3187470,1880,+
3187663,CDS,Rv2876,3187521,3187741,1881,+
3188871,CDS,Rv2877c,3188801,3189021,1882,-
3189397,CDS,Rv2878c,3189327,3189547,1882,-
3190361,Primary.TSS,Rv2879c,3190291,3190511,1883,-
3190681,Primary.TSS,Rv2880c,3190611,3190831,1883,-
3191621,CDS,Rv2881c,3191551,3191771,1883,-
3192388,Primary.TSS,Rv2882c,3192318,3192538,1883,-
3193158,CDS,Rv2883c,3193088,3193308,1884,-
3193393,CDS,Rv2884,3193974,3194194,1885,+
3195548,CDS,Rv2885c,3195478,3195698,1886,-
3196432,CDS,Rv2886c,3196362,3196582,1886,-
3196431,Primary.TSS,Rv2887,3196281,3196501,1887,+
3198366,Primary.TSS,Rv2888c,3198296,3198516,1888,-
3199107,CDS,Rv2889c,3199037,3199257,1888,-
3199982,CDS,Rv2890c,3199912,3200132,1888,-
3200266,CDS,Rv2891,3200116,3200336,1889,+
3202434,Primary.TSS,Rv2892c,3202364,3202584,1890,-
3202420,CDS,Rv2893,3202284,3202504,1891,+
3204290,Primary.TSS,Rv2894c,3204220,3204440,1892,-
3205549,Primary.TSS,Rv2895c,3205479,3205699,1893,-
3206434,CDS,Rv2896c,3206364,3206584,1893,-
3207942,CDS,Rv2897c,3207872,3208092,1893,-
3208328,CDS,Rv2898c,3208258,3208478,1893,-
3209406,CDS,Rv2899c,3209336,3209556,1894,-
3211745,CDS,Rv2900c,3211675,3211895,1894,-
3212214,Primary.TSS,Rv2901c,3212144,3212364,1895,-
3212956,CDS,Rv2902c,3212886,3213106,1896,-
3213854,Primary.TSS,Rv2903c,3213784,3214004,1896,-
3214394,Primary.TSS,Rv2904c,3214324,3214544,1897,-
3214494,Primary.TSS,Rv2905,3214344,3214564,1898,+
3216357,CDS,Rv2906c,3216287,3216507,1899,-
3216891,CDS,Rv2907c,3216821,3217041,1899,-
3217147,CDS,Rv2908c,3217077,3217297,1899,-
3217774,Primary.TSS,Rv2909c,3217704,3217924,1899,-
3218270,CDS,Rv2910c,3218200,3218420,1900,-
3218339,CDS,Rv2911,3218189,3218409,1901,+
3220042,Primary.TSS,Rv2912c,3219972,3220192,1902,-
3221698,CDS,Rv2913c,3221628,3221848,1902,-
3223524,Primary.TSS,Rv2914c,3223454,3223674,1903,-
3224680,CDS,Rv2915c,3224610,3224830,1904,-
3226285,Primary.TSS,Rv2916c,3226215,3226435,1904,-
3226363,CDS,Rv2917,3226213,3226433,1905,+
3230680,CDS,Rv2918c,3230610,3230830,1906,-
3231294,Primary.TSS,Rv2919c,3231224,3231444,1907,-
3232506,CDS,Rv2920c,3232436,3232656,1907,-
3234139,CDS,Rv2921c,3234069,3234289,1908,-
3238099,CDS,Rv2922A,3238029,3238249,1909,-
3237806,CDS,Rv2922c,3237736,3237956,1910,-
3238499,Primary.TSS,Rv2923c,3238429,3238649,1910,-
3239930,Primary.TSS,Rv2924c,3239860,3240080,1911,-
3240551,CDS,Rv2925c,3240481,3240701,1912,-
3241171,CDS,Rv2926c,3241101,3241321,1912,-
3241995,Primary.TSS,Rv2927c,3241925,3242145,1913,-
3242198,CDS,Rv2928,3242048,3242268,1914,+
3242970,CDS,Rv2929,3242820,3243040,1914,+
3243367,Primary.TSS,Rv2930,3243217,3243437,1915,+
3245445,CDS,Rv2931,3245295,3245515,1915,+
3251072,CDS,Rv2932,3250922,3251142,1915,+
3255685,CDS,Rv2933,3255535,3255755,1915,+
3262248,CDS,Rv2934,3262098,3262318,1915,+
3267422,Primary.TSS,Rv2935,3267272,3267492,1915,+
3271764,Primary.TSS,Rv2936,3271614,3271834,1915,+
3273206,CDS,Rv2937,3273056,3273276,1915,+
3274072,CDS,Rv2938,3273922,3274142,1915,+
3274949,CDS,Rv2939,3274799,3275019,1916,+
3282849,Primary.TSS,Rv2940c,3282779,3282999,1917,-
3283335,Primary.TSS,Rv2941,3283185,3283405,1918,+
3284888,Primary.TSS,Rv2942,3284738,3284958,1918,+
3287968,Primary.TSS,Rv2943,3287818,3288038,1919,+
